email_id,case_id,cust_id,sender_type,channel,email_timestamp,conversation_phase,email_subject,email_body,customer_behavior_type,customer_tone_label,customer_intent_label,dca_behavior_type,dca_tone_label,dca_intent_label
Call_CASE_00070_12,CASE_00070,CUST_0576,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00070_13,CASE_00070,CUST_0576,Customer,Call,35:19.5,,Phone Call Interaction,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Call_CASE_00070_14,CASE_00070,CUST_0576,Customer,Call,35:19.5,,Phone Call Interaction,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Call_CASE_00070_15,CASE_00070,CUST_0576,Customer,Call,35:19.5,,Phone Call Interaction,I lost my job and can only pay $5000 next week.,distressed,frustrated,partial_pay,,,
Call_CASE_00070_16,CASE_00070,CUST_0576,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00070_17,CASE_00070,CUST_0576,Customer,Call,35:19.5,,Phone Call Interaction,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Call_CASE_00070_18,CASE_00070,CUST_0576,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00070_19,CASE_00070,CUST_0576,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00070_20,CASE_00070,CUST_0576,Customer,Call,35:19.5,,Phone Call Interaction,I lost my job and can only pay $500 by end of month.,distressed,frustrated,partial_pay,,,
Call_CASE_00070_21,CASE_00070,CUST_0576,Customer,Call,35:19.5,,Phone Call Interaction,I lost my job and can only pay $250 by 15th Jan.,distressed,frustrated,partial_pay,,,
Call_CASE_00070_22,CASE_00070,CUST_0576,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00071_1,CASE_00071,CUST_0809,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00071_2,CASE_00071,CUST_0809,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00071_3,CASE_00071,CUST_0809,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00071_4,CASE_00071,CUST_0809,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00071_5,CASE_00071,CUST_0809,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00071_6,CASE_00071,CUST_0809,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00071_7,CASE_00071,CUST_0809,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00071_8,CASE_00071,CUST_0809,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00071_9,CASE_00071,CUST_0809,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00071_10,CASE_00071,CUST_0809,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00071_11,CASE_00071,CUST_0809,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00071_12,CASE_00071,CUST_0809,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00071_13,CASE_00071,CUST_0809,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00071_14,CASE_00071,CUST_0809,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00071_15,CASE_00071,CUST_0809,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00071_16,CASE_00071,CUST_0809,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00071_17,CASE_00071,CUST_0809,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00072_1,CASE_00072,CUST_0304,Customer,Email,35:19.5,,Payment Follow-up,Stop harassing me immediately.,hostile,hostile,threaten,,,
Email_CASE_00072_2,CASE_00072,CUST_0304,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00072_3,CASE_00072,CUST_0304,Customer,Email,35:19.5,,Payment Follow-up,Stop harassing me immediately.,hostile,hostile,threaten,,,
Email_CASE_00072_4,CASE_00072,CUST_0304,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00072_5,CASE_00072,CUST_0304,Customer,Email,35:19.5,,Payment Follow-up,I am not paying this amount.,hostile,hostile,threaten,,,
Email_CASE_00072_6,CASE_00072,CUST_0304,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00072_7,CASE_00072,CUST_0304,Customer,Email,35:19.5,,Payment Follow-up,Stop harassing me immediately.,hostile,hostile,threaten,,,
Email_CASE_00072_8,CASE_00072,CUST_0304,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00072_9,CASE_00072,CUST_0304,Customer,Email,35:19.5,,Payment Follow-up,I am not paying this amount.,hostile,hostile,threaten,,,
Email_CASE_00072_10,CASE_00072,CUST_0304,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00072_11,CASE_00072,CUST_0304,Customer,Email,35:19.5,,Payment Follow-up,Stop harassing me immediately.,hostile,hostile,threaten,,,
Email_CASE_00072_12,CASE_00072,CUST_0304,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00072_13,CASE_00072,CUST_0304,Customer,Email,35:19.5,,Payment Follow-up,Stop harassing me immediately.,hostile,hostile,threaten,,,
Email_CASE_00072_14,CASE_00072,CUST_0304,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00072_15,CASE_00072,CUST_0304,Customer,Email,35:19.5,,Payment Follow-up,I will contact my lawyer if this continues.,hostile,hostile,threaten,,,
Email_CASE_00072_16,CASE_00072,CUST_0304,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00072_17,CASE_00072,CUST_0304,Customer,Email,35:19.5,,Payment Follow-up,I am not paying this amount.,hostile,hostile,threaten,,,
Email_CASE_00072_18,CASE_00072,CUST_0304,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00072_19,CASE_00072,CUST_0304,Customer,Email,35:19.5,,Payment Follow-up,I will contact my lawyer if this continues.,hostile,hostile,threaten,,,
Email_CASE_00072_20,CASE_00072,CUST_0304,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00073_1,CASE_00073,CUST_0869,Customer,Call,35:19.5,,Phone Call Interaction,I can pay $5000 by end of month.,cooperative,cooperative,willing_to_pay,,,
Call_CASE_00073_2,CASE_00073,CUST_0869,Customer,Call,35:19.5,,Phone Call Interaction,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00073_3,CASE_00073,CUST_0869,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00073_4,CASE_00073,CUST_0869,Customer,Call,35:19.5,,Phone Call Interaction,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Call_CASE_00073_5,CASE_00073,CUST_0869,Customer,Call,35:19.5,,Phone Call Interaction,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00073_6,CASE_00073,CUST_0869,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00073_7,CASE_00073,CUST_0869,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00073_8,CASE_00073,CUST_0869,Customer,Email,35:19.5,,Payment Follow-up,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Call_CASE_00073_9,CASE_00073,CUST_0869,Customer,Call,35:19.5,,Phone Call Interaction,"Thanks for the reminder, arranging payment.",cooperative,cooperative,willing_to_pay,,,
Email_CASE_00073_10,CASE_00073,CUST_0869,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00073_11,CASE_00073,CUST_0869,Customer,Email,35:19.5,,Payment Follow-up,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Call_CASE_00073_12,CASE_00073,CUST_0869,Customer,Call,35:19.5,,Phone Call Interaction,I acknowledge the outstanding balance.,cooperative,cooperative,willing_to_pay,,,
Email_CASE_00073_13,CASE_00073,CUST_0869,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00074_1,CASE_00074,CUST_0595,Customer,Email,35:19.5,,Payment Follow-up,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Email_CASE_00074_2,CASE_00074,CUST_0595,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00074_3,CASE_00074,CUST_0595,Customer,Email,35:19.5,,Payment Follow-up,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Email_CASE_00074_4,CASE_00074,CUST_0595,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00074_5,CASE_00074,CUST_0595,Customer,Email,35:19.5,,Payment Follow-up,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Email_CASE_00074_6,CASE_00074,CUST_0595,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00074_7,CASE_00074,CUST_0595,Customer,Email,35:19.5,,Payment Follow-up,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Email_CASE_00074_8,CASE_00074,CUST_0595,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00074_9,CASE_00074,CUST_0595,Customer,Email,35:19.5,,Payment Follow-up,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Email_CASE_00074_10,CASE_00074,CUST_0595,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00074_11,CASE_00074,CUST_0595,Customer,Email,35:19.5,,Payment Follow-up,I may be able to pay something soon.,distressed,frustrated,partial_pay,,,
Email_CASE_00074_12,CASE_00074,CUST_0595,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00074_13,CASE_00074,CUST_0595,Customer,Email,35:19.5,,Payment Follow-up,Medical expenses have affected my finances.,distressed,frustrated,partial_pay,,,
Email_CASE_00074_14,CASE_00074,CUST_0595,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00075_1,CASE_00075,CUST_0662,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00075_2,CASE_00075,CUST_0662,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00075_3,CASE_00075,CUST_0662,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00075_4,CASE_00075,CUST_0662,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00075_5,CASE_00075,CUST_0662,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00075_6,CASE_00075,CUST_0662,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Call_CASE_00075_7,CASE_00075,CUST_0662,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00075_8,CASE_00075,CUST_0662,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00075_9,CASE_00075,CUST_0662,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00075_10,CASE_00075,CUST_0662,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00075_11,CASE_00075,CUST_0662,Customer,Call,35:19.5,,Phone Call Interaction,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00075_12,CASE_00075,CUST_0662,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00075_13,CASE_00075,CUST_0662,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Call_CASE_00075_14,CASE_00075,CUST_0662,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00076_1,CASE_00076,CUST_0041,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00076_2,CASE_00076,CUST_0041,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00076_3,CASE_00076,CUST_0041,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00076_4,CASE_00076,CUST_0041,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00076_5,CASE_00076,CUST_0041,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00076_6,CASE_00076,CUST_0041,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00076_7,CASE_00076,CUST_0041,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00076_8,CASE_00076,CUST_0041,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00076_9,CASE_00076,CUST_0041,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00076_10,CASE_00076,CUST_0041,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00076_11,CASE_00076,CUST_0041,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00076_12,CASE_00076,CUST_0041,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00076_13,CASE_00076,CUST_0041,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00076_14,CASE_00076,CUST_0041,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00076_15,CASE_00076,CUST_0041,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00076_16,CASE_00076,CUST_0041,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00076_17,CASE_00076,CUST_0041,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00076_18,CASE_00076,CUST_0041,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00076_19,CASE_00076,CUST_0041,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00076_20,CASE_00076,CUST_0041,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00077_1,CASE_00077,CUST_0588,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00077_2,CASE_00077,CUST_0588,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00077_3,CASE_00077,CUST_0588,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00077_4,CASE_00077,CUST_0588,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00077_5,CASE_00077,CUST_0588,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00077_6,CASE_00077,CUST_0588,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00077_7,CASE_00077,CUST_0588,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00077_8,CASE_00077,CUST_0588,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00077_9,CASE_00077,CUST_0588,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00077_10,CASE_00077,CUST_0588,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00077_11,CASE_00077,CUST_0588,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00077_12,CASE_00077,CUST_0588,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00077_13,CASE_00077,CUST_0588,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Email_CASE_00077_14,CASE_00077,CUST_0588,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00077_15,CASE_00077,CUST_0588,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00077_16,CASE_00077,CUST_0588,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00077_17,CASE_00077,CUST_0588,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00077_18,CASE_00077,CUST_0588,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00077_19,CASE_00077,CUST_0588,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00077_20,CASE_00077,CUST_0588,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00078_1,CASE_00078,CUST_0134,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00078_2,CASE_00078,CUST_0134,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00078_3,CASE_00078,CUST_0134,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00078_4,CASE_00078,CUST_0134,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00078_5,CASE_00078,CUST_0134,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Call_CASE_00078_6,CASE_00078,CUST_0134,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00078_7,CASE_00078,CUST_0134,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00078_8,CASE_00078,CUST_0134,DCA,Call,35:19.5,,Phone Call Interaction,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Call_CASE_00078_9,CASE_00078,CUST_0134,Customer,Call,35:19.5,,Phone Call Interaction,,ghost,silent,no_response,,,
Call_CASE_00078_10,CASE_00078,CUST_0134,DCA,Call,35:19.5,,Phone Call Interaction,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00078_11,CASE_00078,CUST_0134,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Call_CASE_00078_12,CASE_00078,CUST_0134,DCA,Call,35:19.5,,Phone Call Interaction,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00079_1,CASE_00079,CUST_0283,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00079_2,CASE_00079,CUST_0283,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00079_3,CASE_00079,CUST_0283,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00079_4,CASE_00079,CUST_0283,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00079_5,CASE_00079,CUST_0283,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00079_6,CASE_00079,CUST_0283,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00079_7,CASE_00079,CUST_0283,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00079_8,CASE_00079,CUST_0283,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00079_9,CASE_00079,CUST_0283,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00079_10,CASE_00079,CUST_0283,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00079_11,CASE_00079,CUST_0283,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00079_12,CASE_00079,CUST_0283,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00079_13,CASE_00079,CUST_0283,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00079_14,CASE_00079,CUST_0283,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00079_15,CASE_00079,CUST_0283,Customer,Email,35:19.5,,Payment Follow-up,,ghost,silent,no_response,,,
Email_CASE_00080_1,CASE_00080,CUST_0629,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00080_2,CASE_00080,CUST_0629,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00080_3,CASE_00080,CUST_0629,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00080_4,CASE_00080,CUST_0629,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00080_5,CASE_00080,CUST_0629,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00080_6,CASE_00080,CUST_0629,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00080_7,CASE_00080,CUST_0629,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00080_8,CASE_00080,CUST_0629,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00080_9,CASE_00080,CUST_0629,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00080_10,CASE_00080,CUST_0629,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Email_CASE_00080_11,CASE_00080,CUST_0629,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00080_12,CASE_00080,CUST_0629,DCA,Email,35:19.5,,Payment Follow-up,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00080_13,CASE_00080,CUST_0629,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00080_14,CASE_00080,CUST_0629,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00080_15,CASE_00080,CUST_0629,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00080_16,CASE_00080,CUST_0629,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
Email_CASE_00080_17,CASE_00080,CUST_0629,Customer,Email,35:19.5,,Payment Follow-up,Please allow more time.,delayer,neutral,delay,,,
Email_CASE_00080_18,CASE_00080,CUST_0629,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00080_19,CASE_00080,CUST_0629,Customer,Email,35:19.5,,Payment Follow-up,I am reviewing this internally.,delayer,neutral,delay,,,
Email_CASE_00080_20,CASE_00080,CUST_0629,DCA,Email,35:19.5,,Payment Follow-up,This is a polite reminder regarding your overdue invoice.,,,,professional,professional,reminder
Email_CASE_00080_21,CASE_00080,CUST_0629,Customer,Email,35:19.5,,Payment Follow-up,I will get back to you later.,delayer,neutral,delay,,,
Call_CASE_00081_1,CASE_00081,CUST_0264,Customer,Call,35:19.5,,Phone Call Interaction,I will contact my lawyer if this continues.,hostile,hostile,threaten,,,
Call_CASE_00081_2,CASE_00081,CUST_0264,Customer,Call,35:19.5,,Phone Call Interaction,I am not paying this amount.,hostile,hostile,threaten,,,
Email_CASE_00081_3,CASE_00081,CUST_0264,DCA,Email,35:19.5,,Payment Follow-up,Failure to pay will result in further action.,,,,professional,professional,reminder
Call_CASE_00081_4,CASE_00081,CUST_0264,DCA,Call,35:19.5,,Phone Call Interaction,Please let us know a suitable payment date.,,,,professional,professional,reminder
Email_CASE_00081_5,CASE_00081,CUST_0264,Customer,Email,35:19.5,,Payment Follow-up,I am not paying this amount.,hostile,hostile,threaten,,,
Email_CASE_00081_6,CASE_00081,CUST_0264,DCA,Email,35:19.5,,Payment Follow-up,Immediate payment is required to avoid escalation.,,,,professional,professional,reminder
